text,Joy,Trust,Anticipation,Surprise,Fear,Sadness,Disgust,Anger,Positive,Negative,Neutral
"Mówiąc ogólnie proces regeneracji mięśni mógłby potrwać około miesiąca"" - opisuje rozmówczyni PAP.",False,False,True,False,False,False,False,False,True,False,True
"Szybkość regeneracji tkanki zależy w dużej mierze od tego, w jakiej jesteśmy kondycji, jak działa nasz układ odpornościowy, na co chorujemy.",False,False,False,False,False,False,False,False,False,False,True
Zdolności regeneracji zmniejszają się też z wiekiem.,False,False,False,False,False,True,False,False,False,True,False
"""Nasze badania prowadzimy od kilkunastu lat.",False,True,False,False,False,False,False,False,True,False,True
"Teraz realizujemy projekty, które mają na celu już wdrożenie wyników badań.",True,True,True,False,False,False,False,False,True,False,False
"Szacując bardzo optymistycznie wdrożenie całej metody mogłoby nastąpić za 10-20 lat"" - zastrzega rozmówczyni PAP.",False,False,True,False,False,False,False,False,True,True,False
###########################,True,True,True,False,False,False,False,False,True,False,False
"Mąż po zabiegach u Doktora Michalika, dodam przyelcielismy z za granicy specjalnie do Pana, ponieważ przestudiowalam iz jest to swietny specjalista.",False,True,False,False,False,False,False,False,True,False,False
"Sam pobyt w klinice, obsługa/ nienaganna.",True,True,False,False,False,False,False,False,True,False,False
"Niestety w naszym przypadku sie nie udalo, Mąż jak Chrapal tak chrapie nawet i glosniej czasami.",False,False,False,True,False,True,False,False,False,True,False
"I od początku jedna dziurka w nosie zatkana i tak juz pozostało, wydaje sie ze przegroda wciąż krzywa :( na kolejną wizyte nie przylecimy bo laczy sie to z olbrzymimi dla naszej rodziny kosztami, bardzo zalujemy ze sie nie udalo aczkolwiek nienuwazam by Doktor Michalik byl zlym specjalista, poprostu w naszym przypadku skonczylo sie na zerowej poprawie.",True,True,False,False,False,True,False,False,True,True,False
###########################,True,True,False,True,False,True,False,False,True,True,False
Zdecydowanie odradzam zakup tej latarki.,False,False,False,False,False,True,True,False,False,True,False
"Używam jej do celów profesjonalnych, pracuje w warunkach słabego lub zupełnego braku oświetlenia czyli akumulatory ładowałem codziennie.",False,False,False,False,False,False,False,False,False,False,True
"Po dwóch tygodniach od zakupu urwała się plastikowa taśma która zabezpiecza pokrywę zasobnika na baterie przed zgubieniem, tego samego dnia wyłamał się haczyk przez który przechodzi gumowy pasek przytrzymujący latarkę na głowie.",False,False,False,True,False,True,False,False,False,True,False
"Inne wady: barwa światła wpada w delikatny odcień zielony, włącznik latarki umieszczony zbyt głęboko co prawie uniemożliwia włączenie latarki na tzw.wyczucie, latarkę trzeba zdjąć z głowy i majstrować przy włączniku, niedopracowany zawias i klik zmiany kąta nachylenia latarki, cały czas od zakupu miałem wrażenie że za chwilę coś się urwie, w dwóch najniższych trybach jasności widać dokuczliwy efekt stroboskopowy, przeszkadza zwłaszcza kiedy używamy narzędzi z szybkoobrotowymi elementami np. wiertarka, mocno wątpliwa jest też deklarowana przez producenta jasność światła latarki, tworzywo z którego wykonano latarkę niemal na pewno pochodzi z recyklingu co przy jej cenie nie powinno mieć miejsca.",False,False,True,False,False,True,True,False,False,True,False
Reasumując wydałem 150 zł i po dwóch tygodniach mogę latarkę wywalić na śmietnik.,False,False,False,False,False,True,False,True,False,True,False
###########################,False,False,False,False,False,True,True,False,False,True,False
"Dzięki niemu zwiększysz zasięg działania, a przede wszystkim liczbę gości.",True,True,True,False,False,False,False,False,True,False,False
"Spraw, by dotychczasowi odbiorcy przekonali do skorzystania z Twoich usług nowych odbiorców, by oni także korzystali z usług jakie świadczy Twój hotel.",False,False,True,False,False,False,False,False,True,False,True
"Przykład „Poleć nasz hotel osobie, która jeszcze nie miała okazji skorzystać z naszych noclegów i razem odbierzcie jedną z usług podczas swojego pobytu, np. Masaż relaksacyjny pleców lub Dwudaniową kolację wg propozycji szefa kuchni” Wasz stały gość nie tylko może polecić komuś ze znajomych fajne miejsce na nocleg (skoro sam tu bywa, jest najlepszym dowodem dla znajomego, że obiekt spełnia jego oczekiwania), ale także mieć z tego podwójną korzyść – sprawić przyjemność znajomemu (w ramach pobytu dostaje od hotelu usługę gratis) i sobie.",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
no niestety Państwo nie potrafią nad tym zapanować tj. powstrzymać się od organizowania imprez integracyjnych jeżeli są inni goście względnie ich umiejętnie w porę wyciszyć.,False,False,False,False,False,True,False,True,False,True,False
"Cały regulamin o ciszy nocnej 22-6 to lipa; podobnie stwierdzenie, że opiekunem gości jest recepcja.Pan długo nie mógł podjąć decyzji by zmienić mi pokój bojąc się rakcji przełożonych.",False,False,False,False,False,True,False,True,False,True,False
Jednocześnie menedżmętowi od imprez firmowych brak umiejętności poradzenia sobie z taką sytuacją jeżeli już nastąpi: zamiast załoagodzić i coś (cokolwiek) zaproponować idą na zwarcie.,False,False,False,False,False,True,False,True,False,True,False
"OMIJAĆ!!! (no chyba, ze lubicie disco polo po północy...).",False,False,False,False,False,True,True,True,False,True,False
Tak poza tym pokoje zasadniczo czyste ale sam obiekt nijaki.,True,False,False,False,False,True,True,False,True,True,False
No i z tą kuchnią włosko-śródziemnomorską to Państwo chyba popłynęli...,False,False,False,True,False,True,True,True,False,True,False
###########################,False,False,False,False,False,True,True,True,False,True,False
"Zarząd KAMPA S.A. (dalej ""Emitent"") podaje do wiadomości publicznej, że do spółki wpłynęły informacje od akcjonariuszy, dotyczące zmian w akcjonariacie Emitenta: 1.W związku z zarejestrowaniem przez Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu, VIII Wydział Gospodarczy KRS podwyższenia kapitału zakładowego, w związku z emisją akcji serii F, akcjonariusz Emitenta, SILVA Capital sp. z o.o., poinformował, że przed zmianą udziału posiadał 543.619 akcji i głosów, zapewniających 41,18% w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"Aktualnie posiada 543.619 akcji KAMPA S.A., zapewniających 8,02% w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"2.W związku z zarejestrowaniem przez Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu, VIII Wydział Gospodarczy KRS podwyższenia kapitału zakładowego, w związku z emisją akcji serii F, akcjonariusz Emitenta, BLU PRE IPO S.A. poinformował, że przed zmianą udziału posiadał 211.949 akcji/głosów zapewniających 16,06 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"Aktualnie BLU PRE IPO S.A. posiada 211.949 akcji KAMPA S.A., zapewniających 3,13 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"3.W związku z zarejestrowaniem przez Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu, VIII Wydział Gospodarczy KRS podwyższenia kapitału zakładowego, w związku z emisją akcji serii F, akcjonariusz Emitenta, Pan Przemysław Kroczyński poinformował, że przed zmianą udziału posiadał 160.000 akcji/głosów zapewniających 12,12 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"Aktualnie posiada 160.000 akcji KAMPA S.A., zapewniających 2,36 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
4,False,False,False,False,False,False,False,False,False,False,True
"W związku z zarejestrowaniem przez Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu, VIII Wydział Gospodarczy KRS podwyższenia kapitału zakładowego, w związku z emisją akcji serii F, akcjonariusz Emitenta, Pan Paweł Osowski poinformował, że przed zmianą udziału posiadał 86.717 akcji/głosów zapewniających 6,59 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"Aktualnie posiada 86.717 akcji KAMPA S.A., zapewniających 1,28 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
5,False,False,False,False,False,False,False,False,False,False,True
"W związku z zarejestrowaniem przez Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu, VIII Wydział Gospodarczy KRS podwyższenia kapitału zakładowego, w związku z emisją akcji serii F, akcjonariusz Emitenta, Pan Roland Winter poinformował, że przed zmianą udziału posiadał 94 002 akcji/głosów zapewniających 7,06 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
"Aktualnie posiada 94.002 akcji KAMPA S.A., zapewniających 1,38 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
6,False,False,False,False,False,False,False,False,False,False,True
"W związku z zarejestrowaniem przez Sąd Rejonowy Poznań - Nowe Miasto i Wilda w Poznaniu, VIII Wydział Gospodarczy KRS podwyższenia kapitału zakładowego, w związku z emisją akcji serii F, akcjonariusz Emitenta, VENGAPRO Limited poinformował, że przed zmianą udziału nie posiadał akcji KAMPA S.A. Aktualnie posiada 5.460.000 akcji KAMPA S.A., zapewniających 80,53 % w kapitale zakładowym/ogólnej liczbie głosów.",False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
Odradzam.,False,False,False,False,False,True,True,False,False,True,False
"Lekarz ten jest niekompetentny, nieuczciwy i niebezpieczny.",False,False,False,False,True,True,True,True,False,True,False
"Po pierwsze, ""wykrył"" u mnie nadzerke za ktorej usuniecie skasowal 700pln, bylo to w roku 2004!",False,False,False,False,False,True,True,True,False,True,False
"3 miesiace wczesniej inny ginekolog tej wielkiej nadzerki nie widzial, wtedy myslalam ze to ten inny lekarz nie jest fachowcem.",False,False,False,False,False,True,True,False,False,True,False
"Po drugie, w czasie ciazy ktora niestety prowadzil nie zlecal zadnych badan, kiedy juz to na nim wymusilam to bronil sie przed wypisaniem badan na NFZ.",False,False,False,True,False,True,False,True,False,True,False
Opowiadal mi ze od takich badan to tylko zoltaczke mozna zalapac!,False,False,False,False,True,True,True,True,False,True,False
Poza tym w czasie jednej z wizyt ok.,False,False,False,False,False,False,False,False,True,False,True
"16 tyg. ciazy nakazal koniecznie wykonanie kolonoskopii za 150 zl (nie wolno tego robic w ciazy!), a na nastepnej wizycie najzwyczajniej w swiecie o tym zapomnial, co jest dla mnie dowodem ze chcial mnie naciagnac.",False,False,False,False,True,True,True,True,False,True,False
I to co najgorsze.,False,False,False,False,False,True,False,True,False,True,False
W 24tyg. ciazy zlekcewazyl u mnie stan zapalny (mimo ze bylam z tym u niego) i poltora dnia po wizycie u niego urodzilam w wyniku zakazenia z powodu stanu zapalnego.,False,False,False,False,True,True,True,True,False,True,False
Wnioski niech kazdy wyciagnie sam.,False,False,False,False,False,True,False,True,False,True,False
###########################,False,False,False,False,False,True,True,True,False,True,False
"Użyłem raz, bo za drugim i za trzecim długo się nagimnastykowałem, żeby przystawka w ogóle się obracała.",False,False,False,False,False,True,False,False,False,True,False
"Czyściłem, wymieniałem na inną, zalewałem mniej mleka.",False,False,False,False,False,False,True,False,False,True,True
Zwyczajnie nie chce wystartować.,False,False,False,False,False,True,False,False,False,True,False
"Działa chyba na zasadzie elektromagnesu, ale po zalaniu mlekiem nie ma siły się obracać, albo jest źle wyważona.",False,False,True,False,False,True,False,False,False,True,False
